"numeroAnexo","descAnexo","item","cest","ncms","descricao"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","44.0","2104400","[""85164000""]","Ferros elétricos de passar"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","45.0","2104500","[""85165000""]","Fornos de microondas"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","46.0","2104600","[""85166000""]","""Outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, exceto os portáteis"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","47.0","2104700","[""85166000""]","""Outros fornos; fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, portáteis"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","48.0","2104800","[""85167100""]","Outros aparelhos eletrotérmicos de uso doméstico - Cafeteiras"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","49.0","2104900","[""85167200""]","Outros aparelhos eletrotérmicos de uso doméstico - Torradeiras"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","50.0","2105000","[""851679""]","Outros aparelhos eletrotérmicos de uso doméstico"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","51.0","2105100","[""85169000""]","Partes das chaleiras, ferros, fornos e outros aparelhos eletrotérmicos da posição 85.16, descritos nos CEST 21.043.00, 21.044.00, 21.045.00, 21.046.00, 21.047.00, 21.048.00, 21.049.00 e 21.050.00"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","52.0","2105200","[""85171100""]","Aparelhos telefônicos por fio com unidade auscultador - microfone sem fio"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","53.0","2105300","[""8517123""]","Telefones para redes celulares, exceto por satélite, os de uso automotivo e os classificados no CEST 21.053.01"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","53.1","2105301","[""85171231""]","Telefones para redes celulares portáteis, exceto por satélite"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","54.0","2105400","[""851712""]","Outros telefones para outras redes sem fio, exceto para redes de celulares e os de uso automotivo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","55.0","2105500","[""85171891""]","Outros aparelhos telefônicos não combinados com outros aparelhos"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","55.1","2105501","[""85171899""]","Outros aparelhos telefônicos"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","56.0","2105600","[""8517625""]","Aparelhos para transmissão ou recepção de voz, imagem ou outros dados em rede com fio, exceto os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","57.0","2105700","[""8518""]","""Microfones e seus suportes; altofalantes, mesmo montados nos seus receptáculos, fones de ouvido (auscultadores), mesmo combinados com microfone e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes, amplificadores elétricos de audiofreqüência, aparelhos elétricos de amplificação de som; suas partes e acessórios; exceto os de uso automotivo"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","58.0","2105800","[""8519"",""8522"",""85271""]","""Aparelhos de radiodifusão suscetíveis de funcionarem sem fonte externa de energia. Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","59.0","2105900","[""85198190""]","""Outros aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som; partes e acessórios; exceto os de uso automotivo"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","60.0","2106000","[""85219010""]","Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou optomagnético, exceto de uso automotivo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","61.0","2106100","[""85219090""]","Outros aparelhos videofônicos de gravação ou reprodução, mesmo incorporando um receptor de sinais videofônicos, exceto os de uso automotivo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","62.0","2106200","[""85235110""]","""Cartões de memória (""""memory cards"""")"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","63.0","2106300","[""85235200""]","""Cartões inteligentes (""""smart cards"""")"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","64.0","2106400","[""85235200""]","""Cartões inteligentes (""""sim cards"""")"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","65.0","2106500","[""8525802""]","Câmeras fotográficas digitais e câmeras de vídeo e suas partes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","66.0","2106600","[""85279""]","Outros aparelhos receptores para radiodifusão, mesmo combinados num invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, inclusive caixa acústica para Home Theaters classificados na posição 8518"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","67.0","2106700","[""85284929"",""85285920"",""852869""]","Monitores e projetores que não incorporem aparelhos receptores de televisão, policromáticos"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","67.1","2106701","[""85286100""]","Projetores dos tipos exclusiva ou principalmente utilizados num sistema automático para processamento de dados da posição 84.71"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","68.0","2106800","[""85285120""]","Outros monitores dos tipos utilizados exclusiva ou principalmente com uma máquina automática para processamento de dados da posição 84.71, policromáticos"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","69.0","2106900","[""85287""]","Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de CRT (tubo de raios catódicos)"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","70.0","2107000","[""85287""]","Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de LCD (Display de Cristal Líquido)"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","71.0","2107100","[""85287""]","Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou reprodução de som ou de imagens - Televisores de Plasma"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","72.0","2107200","[""85287""]","Outros aparelhos receptores de televisão não dotados de monitores ou display de vídeo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","73.0","2107300","[""85287""]","Outros aparelhos receptores de televisão não relacionados nos CEST 21.069.00, 21.070.00, 21.071.00 e 21.072.00"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","74.0","2107400","[""900610""]","Câmeras fotográficas dos tipos utilizadas para preparação de clichês ou cilindros de impressão"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","75.0","2107500","[""90064000""]","Câmeras fotográficas para filmes de revelação e copiagem instantâneas"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","76.0","2107600","[""90189050""]","Aparelhos de diatermia"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","77.0","2107700","[""90191000""]","Aparelhos de massagem"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","78.0","2107800","[""90328911""]","Reguladores de voltagem eletrônicos"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","79.0","2107900","[""95045000""]","Consoles e máquinas de jogos de vídeo, exceto os classificados na subposição 9504.30"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","80.0","2108000","[""8517621""]","Multiplexadores e concentradores"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","81.0","2108100","[""85176222""]","Centrais automáticas privadas, de capacidade inferior ou igual a 25 ramais"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","82.0","2108200","[""85176239""]","Outros aparelhos para comutação"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","83.0","2108300","[""8517624""]","Roteadores digitais, em redes com ou sem fio"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","84.0","2108400","[""85176262""]","""Aparelhos emissores com receptor incorporado de sistema troncalizado (""""trunking""""), de tecnologia celular"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","85.0","2108500","[""8517629""]","Outros aparelhos de recepção, conversão e transmissão ou regeneração de voz, imagens ou outros dados, incluindo os aparelhos de comutação e roteamento"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","86.0","2108600","[""85177021""]","Antenas próprias para telefones celulares portáteis, exceto as telescópicas"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","87.0","2108700","[""821490 8510""]","Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, e suas partes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","88.0","2108800","[""84145""]","Ventiladores, exceto os de uso agrícola"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","89.0","2108900","[""84145990""]","Ventiladores de uso agrícola"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","90.0","2109000","[""84146000""]","Coifas com dimensão horizontal máxima não superior a 120 cm"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","91.0","2109100","[""84149020""]","Partes de ventiladores ou coifas aspirantes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","92.0","2109200","[""841510"",""84158""]","Máquinas e aparelhos de ar condicionado contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluídos as máquinas e aparelhos em que a umidade não seja regulável separadamente"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","93.0","2109300","[""84151011""]","Aparelhos de ar-condicionado tipo Split System (sistema com elementos separados) com unidade externa e interna"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","94.0","2109400","[""84151019""]","Aparelhos de ar-condicionado com capacidade inferior ou igual a 30.000 frigorias/hora"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","95.0","2109500","[""84151090""]","Aparelhos de ar-condicionado com capacidade acima de 30.000 frigorias/hora"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","96.0","2109600","[""84159010""]","Unidades evaporadoras (internas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","97.0","2109700","[""84159020""]","Unidades condensadoras (externas) de aparelho de ar-condicionado do tipo Split System (sistema com elementos separados), com capacidade inferior ou igual a 30.000 frigorias/hora"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","98.0","2109800","[""84212100""]","Aparelhos elétricos para filtrar ou depurar água (purificadores de água refrigerados), exceto os itens classificados no CEST 21.098.01"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","98.1","2109801","[""84212100""]","Outros aparelhos elétricos para filtrar ou depurar água"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","99.0","2109900","[""84243010"",""84243090"",""84249090""]","Lavadora de alta pressão e suas partes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","100.0","2110000","[""84672100""]","Furadeiras elétricas"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","101.0","2110100","[""85162""]","Aparelhos elétricos para aquecimento de ambientes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","102.0","2110200","[""85163100""]","Secadores de cabelo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","103.0","2110300","[""85163200""]","Outros aparelhos para arranjos do cabelo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","104.0","2110400","[""8527""]","Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio, exceto os classificados na posição 8527.1, 8527.2 e 8527.9 que sejam de uso automotivo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","105.0","2110500","[""84796000""]","Climatizadores de ar"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","106.0","2110600","[""84159090""]","Outras partes para máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","107.0","2110700","[""85258019""]","Câmeras de televisão e suas partes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","108.0","2110800","[""84231000""]","Balanças de uso doméstico"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","109.0","2110900","[""8540""]","Tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão)"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","110.0","2111000","[""8517""]","""Aparelhos elétricos para telefonia; outros aparelhos para transmissão ou recepção de voz, imagens ou outros dados, incluídos os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (WAN), incluídas suas partes, exceto os de uso automotivo e os classificados nos códigos 8517.62.51, 8517.62.52 e 8517.62.53"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","111.0","2111100","[""8517""]","""Interfones, seus acessórios, tomadas e """"plugs"""""""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","112.0","2111200","[""8529""]","""Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528; exceto as de uso automotivo"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","113.0","2111300","[""8531""]","""Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para proteção contra roubo ou incêndio); exceto os de uso automotivo e os classificados nas posições 8531.10 e 8531.80.00."""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","114.0","2111400","[""853110""]","Aparelhos elétricos de alarme, para proteção contra roubo ou incêndio e aparelhos semelhantes, exceto os de uso automotivo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","115.0","2111500","[""85318000""]","Outros aparelhos de sinalização acústica ou visual, exceto os de uso automotivo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","116.0","2111600","[""853400""]","Circuitos impressos, exceto os de uso automotivo"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","117.0","2111700","[""85414011"",""85414021"",""85414022""]","""Diodos emissores de luz (LED), exceto diodos """"laser"""""""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","118.0","2111800","[""85437092""]","Eletrificadores de cercas eletrônicos"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","119.0","2111900","[""90303""]","""Aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência, sem dispositivo registrador; exceto os de uso automotivo"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","120.0","2112000","[""903089""]","Analisadores lógicos de circuitos digitais, de espectro de frequência, frequencímetros, fasímetros, e outros instrumentos e aparelhos de controle de grandezas elétricas e detecção"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","121.0","2112100","[""910700""]","Interruptores horários e outros aparelhos que permitam acionar um mecanismo em tempo determinado, munidos de maquinismo de aparelhos de relojoaria ou de motor síncrono"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","122.0","2112200","[""9405""]","""Aparelhos de iluminação (incluídos os projetores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes, contendo uma fonte luminosa fixa permanente, e suas partes não especificadas nem compreendidas em outras posições, com exceção dos itens classificados nos CEST 21.123.00, 21.124,00 e 21.125.00"""
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","123.0","2112300","[""940510"",""94059""]","Lustres e outros aparelhos elétricos de iluminação, próprios para serem suspensos ou fixados no teto ou na parede, exceto os dos tipos utilizados na iluminação pública, e suas partes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","124.0","2112400","[""94052000"",""94059""]","Abajures de cabeceiras, de escritório e lampadários de interior, elétricos e suas partes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","125.0","2112500","[""940540"",""94059""]","Outros aparelhos elétricos de iluminação e suas partes"
"Anexo XXII","Produtos eletrônicos, eletroeletrônicos e eletrodomésticos","126.0","2112600","[""85423190""]","Microprocessador"
"Anexo XXIII","Rações para animais domésticos","1.0","2200100","[""2309""]","Ração tipo “pet” para animais domésticos"
"Anexo XXIV","Sorvetes e preparados para fabricação de sorvetes em máquinas","1.0","2300100","[""210500""]","Sorvetes de qualquer espécie"
"Anexo XXIV","Sorvetes e preparados para fabricação de sorvetes em máquinas","2.0","2300200","[""1806"",""1901"",""2106""]","Preparados para fabricação de sorvete em máquina"
"Anexo XXV","Tintas e vernizes","1.0","2400100","[""3208"",""3209"",""321000""]","Tintas, vernizes"
"Anexo XXV","Tintas e vernizes","2.0","2400200","[""2821"",""32041700"",""3206""]","Xadrez e pós assemelhados, exceto pigmentos à base de dióxido de titânio classificados no código 3206.11.19"
"Anexo XXV","Tintas e vernizes","3.0","2400300","[""3204"",""32050000"",""3206"",""3212""]","Corantes para aplicação em bases, tintas e vernizes"
"Anexo XXVI","Veículos automotores","1.0","2500100","[""87021000""]","Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³"
"Anexo XXVI","Veículos automotores","2.0","2500200","[""87029090""]","Outros veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³"
"Anexo XXVI","Veículos automotores","3.0","2500300","[""87032100""]","Automóveis com motor explosão, de cilindrada não superior a 1000 cm³"
"Anexo XXVI","Veículos automotores","4.0","2500400","[""87032210""]","Automóveis com motor explosão, de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular"
"Anexo XXVI","Veículos automotores","5.0","2500500","[""87032290""]","Outros automóveis com motor explosão, de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, exceto carro celular"
"Anexo XXVI","Veículos automotores","6.0","2500600","[""87032310""]","Automóveis com motor explosão, de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida"
"Anexo XXVI","Veículos automotores","7.0","2500700","[""87032390""]","Outros automóveis com motor explosão, de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida"
"Anexo XXVI","Veículos automotores","8.0","2500800","[""87032410""]","Automóveis com motor explosão, de cilindrada superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida"
"Anexo XXVI","Veículos automotores","9.0","2500900","[""87032490""]","Outros automóveis com motor explosão, de cilindrada superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida"
"Anexo XXVI","Veículos automotores","10.0","2501000","[""87033210""]","Automóveis com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário"
"Anexo XXVI","Veículos automotores","11.0","2501100","[""87033290""]","Outros automóveis com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, exceto ambulância, carro celular e carro funerário"
"Anexo XXVI","Veículos automotores","12.0","2501200","[""87033310""]","Automóveis com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário"
"Anexo XXVI","Veículos automotores","13.0","2501300","[""87033390""]","Outros automóveis com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, exceto carro celular e carro funerário"
"Anexo XXVI","Veículos automotores","14.0","2501400","[""87042110""]","Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"Anexo XXVI","Veículos automotores","15.0","2501500","[""87042120""]","Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"Anexo XXVI","Veículos automotores","16.0","2501600","[""87042130""]","Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos, com motor diesel ou semidiesel, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"Anexo XXVI","Veículos automotores","17.0","2501700","[""87042190""]","Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas"
"Anexo XXVI","Veículos automotores","18.0","2501800","[""87043110""]","Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, chassis e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"Anexo XXVI","Veículos automotores","19.0","2501900","[""87043120""]","Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor explosão com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"Anexo XXVI","Veículos automotores","20.0","2502000","[""87043130,""]","Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos com motor explosão, exceto caminhão de peso em carga máxima superior a 3,9 toneladas"
"Anexo XXVI","Veículos automotores","21.0","2502100","[""87043190,""]","Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas"
"Anexo XXVII","Veículos de duas e três rodas motorizados","1.0","2600100","[""8711""]","""Motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais"""
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","1.0","2800100","[""33030010""]","Perfumes (extratos)"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","2.0","2800200","[""33030020""]","Águas-de-colônia"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","3.0","2800300","[""33041000""]","Produtos de maquiagem para os lábios"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","4.0","2800400","[""33042010""]","Sombra, delineador, lápis para sobrancelhas e rímel"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","5.0","2800500","[""33042090""]","Outros produtos de maquiagem para os olhos"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","6.0","2800600","[""33043000""]","Preparações para manicuros e pedicuros"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","7.0","2800700","[""33049100""]","Pós para maquiagem, incluindo os compactos"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","8.0","2800800","[""33049910""]","Cremes de beleza, cremes nutritivos e loções tônicas"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","9.0","2800900","[""33049990""]","Outros produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele, exceto as preparações antisolares e os bronzeadores"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","10.0","2801000","[""33049990""]","Preparações antisolares e os bronzeadores"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","11.0","2801100","[""33051000""]","Xampus para o cabelo"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","12.0","2801200","[""33052000""]","Preparações para ondulação ou alisamento, permanentes, dos cabelos"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","13.0","2801300","[""33059000""]","Outras preparações capilares"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","14.0","2801400","[""33059000""]","Tintura para o cabelo"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","15.0","2801500","[""33071000""]","Preparações para barbear (antes, durante ou após)"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","16.0","2801600","[""33072010""]","Desodorantes corporais e antiperspirantes, líquidos"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","17.0","2801700","[""33072090""]","Outros desodorantes corporais e antiperspirantes"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","18.0","2801800","[""33079000""]","Outros produtos de perfumaria ou de toucador preparados"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","19.0","2801900","[""33079000""]","Outras preparações cosméticas"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","20.0","2802000","[""34011190""]","Sabões de toucador, em barras, pedaços ou figuras moldadas"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","21.0","2802100","[""34011900""]","Outros sabões, produtos e preparações orgânicos tensoativos, inclusive papel, pastas (ouates), feltros e falsos tecidos, impregnados, revestidos ou recobertos de sabão ou de detergentes"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","22.0","2802200","[""34012010""]","Sabões de toucador sob outras formas"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","23.0","2802300","[""34013000""]","Produtos e preparações orgânicos tensoativos para lavagem da pele, em forma de líquido ou de creme, acondicionados para venda a retalho, mesmo contendo sabão"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","24.0","2802400","[""48182000""]","Lenços de papel, incluindo os de desmaquiar"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","24.1","2802401","[""48182000""]","Toalhas de mão"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","25.0","2802500","[""82141000""]","Apontadores de lápis para maquiagem"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","25.1","2802501","[""82141000""]","Espátulas, abre-cartas e raspadeiras"
"Anexo XXIX","Venda de mercadorias pelo sistema porta a porta","25.2","2802502","[""82141000""]","Lâminas de espátulas, de abre-cartas, de raspadeiras e de apontadores de lápis"
